id,seek,start,end,text,temperature,avg_logprob,compression_ratio,no_speech_prob
34,15832,164.76,169.1," Basque mais que você vai ter que fazer, é primeiro, eu clicar nesse link para fazer o NOLODE do FFM Peg.",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
35,15832,169.1,170.1," Do ZIP, né?",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
36,15832,170.1,174.85999999999999," Então quando você clicar nesse link aqui, ele já vai iniciar o NOLODE para você, também vai iniciar o NOLODE,",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
37,15832,174.85999999999999,177.51999999999998, FFM Peg e ele vai baixar esse ZIP para você.,0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
38,15832,177.51999999999998,182.12," Aí você vai abrir esse arquivo ZIPado e você vai colocar, vai ver nesse segundo passo aqui,",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
39,15832,182.12,183.12," né, ou seja?",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
40,15832,183.12,187.56," Você vai lá, não só parte da Lode da Cata, vendo o arquivo, ele vai ter o arquivo ZIPado aqui dentro,",0.0,-0.48687392590092676,1.860724233983287,0.1037287563085556
41,18756,187.56,190.58," você vai tirar esse arquivo daqui de dentro e vai jogar ele lá, por exemplo,",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
42,18756,190.58,194.44," para a própria parte não lou de mesmo, então você pega e joga ele para cá.",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
43,18756,194.44,197.92000000000002," Quando você joga ele para cá, você vai pegar esse cara e essa pasta aqui, ele gerou,",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
44,18756,197.92000000000002,203.22," também, essa pasta aqui, ele gerou, e você vai mudar o nome dessa pasta aqui para FFM Peg.",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
45,18756,203.22,206.04," Só isso aqui, está vendo? FFM Peg, vai mudar para esse NOLODE.",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
46,18756,206.04,209.16," E aí você vai tirar ela daqui, vai dar um controle x, né, ela?",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
47,18756,209.16,213.68," E lá no seu computador no discolocal C, você vai colar ela, então você vai colar ela,",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
48,18756,213.68,216.52," e ela vai aparecer aqui, da vez, FFM Peg vai estar aqui.",0.0,-0.3948181886723972,1.9587301587301587,0.0010162038961425424
49,21652,216.52,219.64000000000001," E se você meio que humanamente instalando esse cara no seu contador,",0.0,-0.5438033971893653,1.834375,0.003824296873062849
50,21652,219.64000000000001,222.0," se você pegar a pasta, e jogar para cá, está pronto.",0.0,-0.5438033971893653,1.834375,0.003824296873062849
51,21652,222.0,226.16000000000003," Aí é a única outra coisa que você vai ter que fazer, liberar ela, então se os variables de ambiente,",0.0,-0.5438033971893653,1.834375,0.003824296873062849
52,21652,226.16000000000003,228.88," você pode configurar o manualmente isso, lá no esvareto, é o vergem ambiente,",0.0,-0.5438033971893653,1.834375,0.003824296873062849
53,21652,228.88,231.88," ou então, poda esse comando aqui, está vendo?",0.0,-0.5438033971893653,1.834375,0.003824296873062849
54,21652,231.88,234.64000000000001," Esse comando aqui, a pasta já tem que estar lá naquela, está vendo?",0.0,-0.5438033971893653,1.834375,0.003824296873062849
55,21652,234.64000000000001,239.20000000000002," Deixa eu colocar o C, FFM Peg, já tem que estar lá, a pasta é FFM Peg,",0.0,-0.5438033971893653,1.834375,0.003824296873062849
56,21652,239.20000000000002,240.56, no seu...,0.0,-0.5438033971893653,1.834375,0.003824296873062849
57,21652,240.56,244.48000000000002," Nela que ela apaixinha, a gente colocou agora, se vai copiar isso aqui,",0.0,-0.5438033971893653,1.834375,0.003824296873062849
58,24448,244.48,247.0," e você vai abrir o C, me der no seu contador.",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
59,24448,247.0,249.76," Só que quando você abrir o C, me der o Pro-Tes comando,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
60,24448,249.76,252.56," essa vai abrir ele como administraduto, o botão direito,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
61,24448,252.56,254.51999999999998, e executar como administraduto.,0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
62,24448,254.51999999999998,256.96," E aí, quando você fizer isso, você vai clicar em sim,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
63,24448,256.96,260.03999999999996," e aí a equipe vai colar aquele comando, e vai dar a inter.",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
64,24448,260.03999999999996,261.88," A mensagem que ele vai dar para você, essa aqui,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
65,24448,261.88,265.84," é o valor fiscalificado foi salvo, você dessecreou essa variable de ambiente.",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
66,24448,265.84,269.28," Depois que você fez isso, muito importante, tá?",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
67,24448,269.28,272.36," FFM Peg, o seu VSCO, de Ávro VSCO, de novo, um importante,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
68,24448,272.36,274.12," é que no VSCO, você aqui,",0.0,-0.4940460364856021,1.8037383177570094,0.005468901712447405
69,27412,274.12,276.16," quando você abrir o VSCO, de ouvi de todo o corte,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
70,27412,276.16,277.48," você tiver usando, tá?",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
71,27412,277.48,279.16," É quando você abrir o seu pronto de comando,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
72,27412,279.16,280.16," quando você chegar aqui, de gente,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
73,27412,280.16,282.48," a FFM Peg, e dá um enter,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
74,27412,282.48,284.16," ele é para esses as mensagens aqui,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
75,27412,284.16,285.6," e não é para esse aquele texto,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
76,27412,285.6,287.8, a FFM Peg não é um comando reconhecido.,0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
77,27412,287.8,288.76," Se a parecia isso,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
78,27412,288.76,290.16," reinici o seu contador,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
79,27412,290.16,292.16, e ele já vai funcionar.,0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
80,27412,292.16,293.8," Caso o contrário, caso ele é para esse aqui,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
81,27412,293.8,295.16," tudo bem de inicia, tá com tudo pronto,",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
82,27412,295.16,296.6, para você poder executar o seu escódico.,0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
83,27412,296.6,297.8," Isso, beleza?",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
84,27412,297.8,298.68, Trapuido?,0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
85,27412,298.68,301.0," Então, com isso, você já vai ter tudo configurado",0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
86,27412,301.0,302.88, para você poder usar o Peninai.,0.0,-0.5046699523925782,1.8480243161094225,0.0005883784033358097
87,30288,302.88,306.08," E aí, o nosso código é parte mais tranquilo de gama-se assim,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
88,30288,306.08,306.64, vamos lá.,0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
89,30288,306.64,308.48," Você vai primeiro um portar, a biblioteca.",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
90,30288,308.48,310.92," O Espers, que é essa biblioteca da OpenAI,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
91,30288,310.92,314.36," sem estalar ela assim, mas não era de importar, sem porta assim, o Espers.",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
92,30288,314.36,317.12," E aí, repare o seguinte, eu tenho aqui dois audios,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
93,30288,317.12,320.32, que eu vou deixar dos púnicos para vocês fazendo o download também.,0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
94,30288,320.32,321.84," Eu recomendo, vocês façam um código,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
95,30288,321.84,323.0," todo com os meus audios,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
96,30288,323.0,324.64," depois, se você quiser, você pode usar um audio,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
97,30288,324.64,326.88," se eu, e eu vou te dar até o mais dicas ou outros assim,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
98,30288,326.88,328.84," de como ser garantia que essa,",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
99,30288,328.84,330.68, que essa lentura vai ser boa e tudo mais.,0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
100,30288,330.68,332.64," Então, a gente vai fazendo aqui.",0.0,-0.46176951741937344,1.7358490566037736,0.011155316606163979
101,33264,332.64,335.44," Aí, o Espers, esses somente se você vai usar de dois comandos",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
102,33264,335.44,336.52, para poder usar ele.,0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
103,33264,336.52,339.12," O primeiro é você criar o seu modelo,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
104,33264,339.12,341.4," o modelo de gama-se em de interligência artificial,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
105,33264,341.4,343.84, que vai conseguir ler esse seu audio.,0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
106,33264,343.84,346.64," E aí, nesse modelo, a gente vai usar o Espers ponto,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
107,33264,346.64,348.12," loadsmodel,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
108,33264,348.12,350.24," e aqui dentro, lá no Espers,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
109,33264,350.24,351.47999999999996," se você entrar na documentação dele,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
110,33264,351.47999999999996,353.32," vou até abrir aqui, que eu acho que vai ser super interessante",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
111,33264,353.32,354.47999999999996, para mostrar para vocês.,0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
112,33264,354.47999999999996,356.15999999999997," Vou abrir aqui, o Peninai,",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
113,33264,356.15999999999997,359.0, o Esper Paito.,0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
114,33264,359.0,360.88," Então, vou botar aqui, o Peninai, o Esper Paito.",0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
115,33264,360.88,362.59999999999997, E a gente vai entrar aqui no primeiro link.,0.0,-0.3999887002480997,1.8980263157894737,0.0010161628015339375
116,36260,363.04,364.56," Nesse primeiro link, você vai olhando,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
117,36260,364.56,367.24, você vai ver que para baixo vai ver,0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
118,36260,367.24,368.64000000000004," que ele vai ter uma tabelinha para você,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
119,36260,368.64000000000004,370.6," que são os modelos disponíveis que ele tem,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
120,36260,370.6,372.52000000000004," e as línguas disponíveis de tradição, está vendo?",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
121,36260,372.52000000000004,374.72," Os Panhol e Taliano em inglês português,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
122,36260,374.72,376.28000000000003, ele é muito pouco.,0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
123,36260,376.28000000000003,377.52000000000004," Dependendo da língua, por exemplo,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
124,36260,377.52000000000004,379.48," a quero ler, sei lá,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
125,36260,379.48,381.28000000000003," maori, não sei que lingo, essa.",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
126,36260,381.28000000000003,384.04," Ela é raja bem mais do que,",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
127,36260,384.04,386.20000000000005, nos Panhol e Taliano em inglês português.,0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
128,36260,386.20000000000005,388.36," Está vendo, mas que não tem alguma marre de ir.",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
129,36260,388.36,389.24, Qual é o ponto importante?,0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
130,36260,389.24,390.36," Ponte aqui, está vendo?",0.0,-0.511822221085832,1.811881188118812,0.0021487376652657986
131,39036,390.36,392.28000000000003, A gente tem aqui vários modelos.,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
132,39036,392.28000000000003,394.8," Uma delutine, uma delutine, um modelo small,",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
133,39036,394.8,396.28000000000003, um modelo medium e um modelo large.,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
134,39036,396.28000000000003,397.76," Qual é diferente, entre eles?",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
135,39036,397.76,399.32," Conto menor modelo,",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
136,39036,399.32,401.04," time base, monster aqui,",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
137,39036,401.04,403.48, menor é a capacidade que seu computador precisa,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
138,39036,403.48,404.52000000000004," para rodar o modelo,",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
139,39036,404.52000000000004,407.24, e mais rápido é a execução do modelo.,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
140,39036,407.24,407.6, Está vendo?,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
141,39036,407.6,408.92," Então, esse modelo aqui,",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
142,39036,408.92,413.2," ele roda 32 vezes, mais rápido do que um modelo large.",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
143,39036,413.2,416.56," E um modelo large, você precisa de 10 g de RAM",0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
144,39036,416.56,419.32, para você conseguir fazer essa capacidade.,0.0,-0.46568381380872664,1.778181818181818,0.005219557788223028
145,41932,419.32,422.2, Você precisa de ter um modelo large.,0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
146,41932,422.2,423.64," Mas não significa que você, como você,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
147,41932,423.64,425.36," o computador, que você está usando,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
148,41932,425.36,426.36, você não vai conseguir.,0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
149,41932,426.36,428.76," Uma delutine, já é um modelo muito bom.",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
150,41932,428.76,429.92," Então, eu particularmente,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
151,41932,429.92,431.64," para esse, nós fizemos um modelo base.",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
152,41932,431.64,434.32," Então, eu chegar aqui no nosso código,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
153,41932,434.32,436.2, e vou aqui passar um modelo base.,0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
154,41932,436.2,437.76," Então, o nome de trabalhar aqui,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
155,41932,437.76,439.56, são os nomes dessa tabelinha mesmo.,0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
156,41932,439.56,441.24," Então, eu vou passar para ele um modelo base.",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
157,41932,441.24,442.6," E aí, depois, o que você vai fazer?",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
158,41932,442.6,444.32," Se vai ser um ambiente pedido no modelo,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
159,41932,444.32,445.76, fazer um transcribe.,0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
160,41932,445.76,446.96," E aqui dentro do parente,",0.0,-0.5431380161019259,1.8451612903225807,0.041453421115875244
161,44696,446.96,447.79999999999995," se vai passar o áudio,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
162,44696,447.79999999999995,449.47999999999996, que você quer aquele transcribe para você.,0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
163,44696,449.47999999999996,454.23999999999995," No meu caso, eu vou pedir para ele fazer o gravando ponto M4A.",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
164,44696,454.23999999999995,455.79999999999995," Esse aqui vai me quadrar o arquivo,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
165,44696,455.79999999999995,457.2," que o próprio gravador doindo,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
166,44696,457.2,458.0," o gera para a gente,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
167,44696,458.0,459.79999999999995," mas poderia ser um P3, por exemplo,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
168,44696,459.79999999999995,461.52, o áudio vai funcionar uma boa.,0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
169,44696,461.52,462.71999999999997, O que é importante?,0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
170,44696,462.71999999999997,465.2," É importante ficar qualidade do áudio, seja legal.",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
171,44696,465.2,467.03999999999996," Esse modelo, essa ferramenta de transpabilita",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
172,44696,467.03999999999996,468.64," em vários parametros, tá?",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
173,44696,468.64,471.03999999999996, E são parâmetros de...,0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
174,44696,471.03999999999996,473.28, Parâmetros de ajuste do modelo.,0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
175,44696,473.28,475.71999999999997," Então, se o seu modelo tiver muito ruído de fundo,",0.0,-0.3902561166192179,1.662613981762918,0.010327106341719627
176,47572,475.72,477.68," muita coisa e tal, você quer?",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
177,47572,477.68,479.48, Talvez a sua transcrição não sabe boa.,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
178,47572,479.48,481.0, Talvez na verdade a sua transcrição,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
179,47572,481.0,482.44000000000005, ele pause a transcrição no...,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
180,47572,482.44000000000005,483.72, No determinado momento.,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
181,47572,483.72,485.44000000000005," Eu tinha gravado um áudio de no WhatsApp,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
182,47572,485.44000000000005,487.36, e mesmo assim tinha me mandado no WhatsApp.,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
183,47572,487.36,488.8," Quando eu peguei ele em outro lugar,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
184,47572,488.8,491.6," eu tenho que ter rodar ele, o modelo não funcionou muito bem.",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
185,47572,491.6,493.16," Então, eu não recomendo que você grave",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
186,47572,493.16,495.44000000000005," a odes no WhatsApp, depois tem desportado WhatsApp",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
187,47572,495.44000000000005,496.44000000000005," para você tentar usar,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
188,47572,496.44000000000005,497.88000000000005," porque a odes de WhatsApp,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
189,47572,497.88000000000005,499.28000000000003," especificamente no estés que eu fiz,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
190,47572,499.28000000000003,500.64000000000004, ele não tava indo muito bem.,0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
191,47572,500.64000000000004,501.96000000000004," Agora, a odes de um vídeo do YouTube",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
192,47572,501.96000000000004,503.40000000000003," e te testar dele cheio de bem,",0.0,-0.45397945306239984,1.7960339943342776,0.03513630852103233
193,50340,503.4,505.88," áudio de que eu gravendo meu próprio computador,",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
194,50340,505.88,506.67999999999995, ele tinha em domenho.,0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
195,50340,506.67999999999995,508.91999999999996," Então, dependendo do áudio de você estar querendo usar,",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
196,50340,508.91999999999996,510.52," ele vai funcionar bem, eu vai funcionar mal.",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
197,50340,510.52,513.24," Também dependendo pouco da qualidade do seu microfone, tá?",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
198,50340,513.24,515.4," E como eu falei, você pode se quiser olhar",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
199,50340,515.4,517.24," o transcribe para ver os outros parâmetros,",0.0,-0.3735592329322393,1.8428571428571427,0.005301230121403933
